50,253,
VM,I,F,N,CPU,Memory,Links
1,1,6,8,2,8,1,
2,1,16,72,36,72,1,
3,1,46,192,48,192,1,
4,1,16,16,8,16,1,
5,2,36,244,8,244,1,
6,2,12,16,8,16,1,
7,2,7,32,8,32,1,
8,2,4,32,8,32,1,
9,2,9,8,4,8,1,
10,2,44,4,2,4,1,
11,2,25,122,4,122,1,
12,2,8,244,8,244,1,
13,3,3,256,64,256,1,
14,3,48,8,2,8,1,
15,3,7,8,2,8,1,
16,3,3,488,16,488,1,
17,4,9,8,2,8,1,
18,4,19,72,36,72,1,
19,4,16,16,4,16,1,
20,4,24,64,16,64,1,
21,4,25,244,8,244,1,
22,5,15,64,16,64,1,
23,5,9,32,8,32,1,
24,6,10,32,8,32,1,
25,6,15,72,36,72,1,
26,6,8,32,8,32,1,
27,7,16,122,16,122,1,
28,7,17,32,8,32,1,
29,7,29,4,2,4,1,
30,7,6,4,2,4,1,
31,7,10,64,16,64,1,
32,7,14,122,4,122,1,
33,7,46,122,4,122,1,
34,8,21,64,16,64,1,
35,8,9,8,2,8,1,
36,8,24,244,8,244,1,
37,8,9,16,8,16,1,
38,8,4,64,16,64,1,
39,8,22,64,16,64,1,
40,9,2,4,2,4,1,
41,9,13,64,16,64,1,
42,9,4,16,4,16,1,
43,9,15,32,8,32,1,
44,9,16,16,4,16,1,
45,9,8,4,2,4,1,
46,9,5,16,4,16,1,
47,9,29,16,4,16,1,
48,9,2,4,2,4,1,
49,10,1,244,8,244,1,
50,11,44,244,8,244,1,
51,11,38,122,16,122,1,
52,11,5,8,2,8,1,
53,11,33,122,4,122,1,
54,12,44,8,2,8,1,
55,12,15,32,8,32,1,
56,12,21,32,8,32,1,
57,12,8,16,4,16,1,
58,12,7,8,2,8,1,
59,13,49,16,4,16,1,
60,13,10,16,8,16,1,
61,13,11,8,4,8,1,
62,13,3,8,2,8,1,
63,13,7,16,8,16,1,
64,14,17,64,16,64,1,
65,14,9,8,2,8,1,
66,14,7,8,4,8,1,
67,14,17,4,2,4,1,
68,14,44,32,8,32,1,
69,14,2,4,2,4,1,
70,14,2,8,4,8,1,
71,14,6,16,4,16,1,
72,14,2,16,8,16,1,
73,15,9,4,2,4,1,
74,15,15,488,16,488,1,
75,15,2,16,4,16,1,
76,15,8,16,8,16,1,
77,15,23,122,16,122,1,
78,16,38,122,16,122,1,
79,16,2,122,4,122,1,
80,16,34,122,16,122,1,
81,16,39,122,16,122,1,
82,16,33,192,48,192,1,
83,17,6,16,8,16,1,
84,17,36,122,16,122,1,
